ID,Name,Address,Coordinates,NumOfReview,Ratings,Zipcode,Cuisine
x0k5kFArHLijdY8-NEQ7Xg,Bengal Tiger Indian Food,"58 W 56th St, Fl 2, New York, NY 10019","40.763167, -73.977131",2147,4.5,10019,indian
m5Whyz8O8jM4DrE808h71g,Darbar Grill,"157 E 55th St, New York, NY 10022","40.759357, -73.968826",562,4.0,10022,indian
HEs6llkn3wIP1ATXeIZQew,Pippali,"129 E 27th St, New York, NY 10016","40.74233, -73.98331",836,4.0,10016,indian
QqrEF8_ZQCGi63cL10J5oA,Chola,"232 E 58th St, New York, NY 10022","40.76016, -73.96582",653,4.0,10022,indian
1_pK5aQ47atF50oAKHADhA,Indian Accent,"123 W 56th St, New York, NY 10019","40.7643344624229, -73.9787312885132",657,4.5,10019,indian
jYhbUh1TV7SCfPxjIhVpcg,Baar Baar,"13 E 1st St, New York, NY 10003","40.7244378855031, -73.9915524",1090,4.0,10003,indian
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,"150 E 50th St, New York, NY 10022","40.7558937072754, -73.9715347290039",581,4.5,10022,indian
objNX6cuj1JyUijFjw21Qw,Bombay Bistro,"31 Cornelia St, New York, NY 10014","40.73136, -74.00253",238,4.5,10014,indian
z2VXX7wGl8XZ6_oo9W3koA,Patiala Indian Grill,"371 W 34th St, New York, NY 10001","40.7534700430117, -73.99595067259492",477,4.5,10001,indian
jf3JRaxUYU93x8LFU-8gkA,GupShup,"115 E18th St, New York, NY 10003","40.7368323318866, -73.9877132715179",523,4.0,10003,indian
RdETxi25tbocKIcMiW5TxQ,Darbar Fine Indian Cuisine,"152 E 46th St, New York, NY 10017","40.75358, -73.97348",584,4.0,10017,indian
15svH3HiVDwHMSIlRYpk6A,Ashoka Indian Restaurant,"489 Columbus Ave, New York, NY 10024","40.78477, -73.973027",312,4.5,10024,indian
NgD-6ogFGc_c4z5_Ur4k2g,Dhaba Indian Cuisine,"108 Lexington Ave, New York, NY 10016","40.742364, -73.982813",1550,3.5,10016,indian
t6PzD4uzBOfyCLcd_lT8cQ,Sathi,"216 3rd Ave, New York, NY 10003","40.73621, -73.98528",230,4.5,10003,indian
kS2CP48K66yL2TwIhUqy_A,Tamarind,"99 Hudson St, New York, NY 10013","40.71909, -74.00892",1050,4.0,10013,indian
ut-560tVcs2g-ZU0Y_qqHQ,Saar Indian Bistro,"241 W 51st St, New York, NY 10019","40.7626659, -73.9847093",297,4.5,10019,indian
ZikqL-flwV2XYlKtL2UfmA,Rangoli Exquisite Indian Cuisine,"1393 A 2nd Ave, New York, NY 10021","40.7693, -73.95823",483,4.5,10021,indian
Txm8KtUh9Mn2E7980jTr5g,Dhamaka,"119 Delancey St, Essex Market, Store  34, New York, NY 10002","40.7180658, -73.9881304",253,4.0,10002,indian
Xqk91WuhMeYS4pedccUYgA,Gazab,"179 Essex St, New York, NY 10002","40.72191, -73.98666",132,4.5,10002,indian
dOQjniOt57mI9l9CmrCSJQ,Curry India,"148 W 49th St, New York, NY 10019","40.76006, -73.98306",175,4.0,10019,indian
raGF9jAO7JOiIbFQ2_bTAg,India at Time Square,"332 W 44th St, New York, NY 10036","40.75941459798258, -73.99145881962656",85,4.5,10036,indian
Xl-zlT0NLLiKhym88em22w,Adda Indian Canteen,"31-31 Thomson Ave, Long Island City, NY 11101","40.745011, -73.934243",500,4.0,11101,indian
u_CnSp9FieAuWqhvCn-A2A,Spice Mantra,"1047 2nd Ave, New York, NY 10022","40.75825, -73.96633",33,5.0,10022,indian
7USPKYeaAfxl0Ch9j_1l7A,Moti Mahal Delux,"1149 1st Ave, New York, NY 10065","40.76213, -73.9605",535,4.0,10065,indian
3hlAeWgSKAnSQ1tg8k8D8g,Alachi Masala,"488 Amsterdam Ave, New York, NY 10024","40.786196, -73.976448",248,4.0,10024,indian
guwS_mhhUjOT5d8sYfEluQ,Adyar Ananda Bhavan,"1071 1st Ave, New York, NY 10022","40.759381, -73.962489",367,3.5,10022,indian
CEdTPBK6HBjpUP_zLDdrlQ,SONA,"36 East 20th St, New York, NY 10003","40.73861, -73.98864",265,3.0,10003,indian
FXDMFBM-rV2s5MHzA33d2g,Bombay Grill House,"764 9th Ave, New York, NY 10019","40.76415, -73.98806",296,4.0,10019,indian
qhXIW0LDT4XsoN2IE6dZHg,Ahimsa,"204 E 38th St, New York, NY 10016","40.7478959, -73.9758638",179,4.5,10016,indian
9pMhRYYgV7E9L7pzECtJKA,The Drunken Munkey - UES,"338 E 92nd St, New York, NY 10128","40.78098, -73.94751",1205,4.5,10128,indian
50eKjWOB-H9iuo1ocACOaQ,Imli Urban Indian Food,"1136 1st Ave, New York, NY 10065","40.7616660604253, -73.9601389691234",229,4.5,10065,indian
ECUTH1VOWxZ9GwfzblMKzA,Mughlai Indian Cuisine,"255 W 55th St, New York, NY 10019","40.765394, -73.983272",131,4.5,10019,indian
NVMdf02l1GuzzDb7ESI_qQ,Taste From Everest,"102 Lexington Ave, New York, NY 10016","40.7422712, -73.9830327",55,4.5,10016,indian
izRJeBfDQYJmd6ibIQ6Mfg,Mughlai Indian Cuisine,"1724 2nd Ave, New York, NY 10128","40.78002, -73.94978",573,4.5,10128,indian
3uEkZEAp7biQEtt0S7W1Vg,Vatan Indian Vegetarian,"409 3rd Ave, New York, NY 10016","40.74236, -73.9803699",751,4.0,10016,indian
jvPYm9rYK-5ddnjU30Oz4Q,Avant Garden,"130 E 7th St, New York, NY 10009","40.7261499, -73.98402",394,4.5,10009,indian
XKy4Cy4uNgO7rxhH4yFJQQ,Mughlai Indian Cuisine,"329 3rd Ave, New York, NY 10010","40.739692, -73.982116",434,4.0,10010,indian
7DUPGtHqVZHJ3yIufbWLsg,Malai Marke Indian Cuisine,"318 E 6th St, New York, NY 10003","40.726934, -73.98758",622,4.0,10003,indian
wm10mMj_41_-l_gRhRH3TA,deep indian kitchen - indikitch,"940 8th Ave, New York, NY 10019","40.76573, -73.98338",478,4.0,10019,indian
_PAMFizVae51vlVYHy3dxQ,Sapphire,"2014 Broadway, New York, NY 10023","40.77582, -73.98188",24,4.0,10023,indian
_R6EjbrynW_LFnmWoRqgww,Surya - Madam Ji,"154 Bleecker St, New York, NY 10012","40.728186, -73.999436",272,3.5,10012,indian
RARUAVWONyRQovr0D6TGQg,Baazi,"2588 Broadway, New York, NY 10025","40.7955035, -73.9708505",40,4.0,10025,indian
IU6pOHR8Re8kvSn0mzhPHg,Jaz Indian Cuisine,"813 Ninth Ave, New York, NY 10019","40.7659, -73.98741",72,4.5,10019,indian
w2-VGvlBCMYo9ko8Y_PzAw,Masala King,"64 E 34th St, New York, NY 10016","40.747176, -73.981957",246,4.0,10016,indian
lxNU-aBq0yPwBDx-i89ahA,Seva Indian Cuisine,"34-11 30th Ave, Astoria, NY 11103","40.76571, -73.91839",1367,4.5,11103,indian
_7BGw3YFNOTzP1Www3zB7g,Mughlai Grill,"6 Clinton St, New York, NY 10002","40.7210905, -73.9840446",454,4.5,10002,indian
BPyt7S9TdcR1u571iacg7g,The Kati Roll Company,"49 W 39th St, New York, NY 10018","40.752819, -73.984587",1617,3.5,10018,indian
1KGvtMU7VBcdlvxo2brdQg,Clove Indian Restaurant & Bar,"1592 Amsterdam Ave, New York, NY 10031","40.8212624, -73.9506836",319,4.0,10031,indian
iXSuNKKUBIrBX7zUerlQDQ,Benares,"45 Murray St, New York, NY 10007","40.71415, -74.009209",594,4.0,10007,indian
Va_mnsEvBghHXvc7uZIWJQ,Spice Symphony,"182 Lexington Ave, New York, NY 10016","40.744722, -73.981202",640,4.0,10016,indian
sCHiXF4mZcsiY8_cBHNiqw,deep indian kitchen - indikitch,"25 W 23rd St, New York, NY 10010","40.7422142028809, -73.9904403686523",718,4.0,10010,indian
FvnExtQHPfz_crDCBTQ1iQ,Mint Masala,"95 Macdougal St, New York, NY 10012","40.729513, -74.001138",337,4.0,10012,indian
eTzH9lmkmouNlmuJ77i8Ow,Angaar,"283 Columbus Ave, New York, NY 10023","40.7782, -73.97802",172,4.0,10023,indian
GaxVczLK1qUuJHOP9VcFsQ,Ananda,"210 Thompson St, New York, NY 10012","40.728724, -73.999147",368,4.0,10012,indian
5faOK0osoS-zdEwT21S-Cg,Saravanaa Bhavan,"413 Amsterdam Ave, New York, NY 10024","40.7835899, -73.97777",392,3.0,10024,indian
UiG3MlLDMMZp31XDBM2kvA,Karahi Indian Cuisine,"803 9th Ave, New York, NY 10019","40.765667, -73.987595",83,4.5,10019,indian
zVLG_O3AQnvQ53PSJ5mTMA,Om,"1531 81st St York Ave, New York, NY 10028","40.77273, -73.94978",522,4.0,10028,indian
m9Q9x-Hcxp24gZCaTTJY-A,Sahib,"104 Lexington Ave, New York, NY 10016","40.74232, -73.9830099",268,4.0,10016,indian
tN37MOvqzrmpU0h0PfoDmw,Utsav,"1185 Avenue Of The Americas Plz, New York, NY 10036","40.75791, -73.9825",569,3.5,10036,indian
-yqnpiwcyNyn0N8QHFX2FQ,The Gully,"25-45 Steinway St, Astoria, NY 11103","40.766743, -73.912307",267,4.0,11103,indian
GNPne4Il-itbn2sLbvMo1g,Angel Indian Restaurant,"7414 37th Rd, Jackson Heights, NY 11372","40.7473069226623, -73.8912814123575",254,4.5,11372,indian
xWUL-j6TQyKQHIfOtetu-Q,HanGawi,"12 E 32nd St, New York, NY 10016","40.746612323020926, -73.98476051936564",1297,4.0,10016,indian
Bb0h5Rs8ugSM2CjulRhfBw,Spicy Moon East Village,"328 E 6th St, New York, NY 10003","40.72674, -73.98722",537,4.5,10003,indian
V2oWqXcoJkgGeIPOaS9eDA,Masala Times Greenwich Village,"194 Bleecker St, New York, NY 10012","40.7292728223798, -74.0015978515206",564,4.0,10012,indian
NKI1VvfXYluRjnq4S6yEuw,Divya's Kitchen,"25 1st Ave, New York, NY 10003","40.72378, -73.98849",439,4.5,10003,indian
Z_fT0KLZV3y80LHUMlmbig,Khiladi NYC,"175 Avenue B, New York, NY 10009","40.727536, -73.97926",176,4.5,10009,indian
_Hig4rf_SEAhq13eBdJ4CQ,Kismat Indian Restaurant,"603 Fort Washington Ave, New York, NY 10040","40.8553, -73.937",382,3.5,10040,indian
iYh7mB7PDd5ZvZZ4lFPF1w,Anand Indian Cuisine,"304 E 78th St, New York, NY 10075","40.77232, -73.955241",152,4.0,10075,indian
nd0uXNXaeaDMuMk4C1GusA,Bukhara Grill:Indian Spice Rave,"217 E 49th St, New York, NY 10017","40.75501, -73.97028",548,3.5,10017,indian
fCxjrytrEw_l9vGjSCzszg,Paisley,"429 Greenwich St, New York, NY 10013","40.722387, -74.0095662",78,4.5,10013,indian
KXD44wWmrGf7mzyyr0bikw,P.S. Kitchen,"246 W 48th St, New York, NY 10036","40.760706, -73.986627",586,4.0,10036,indian
_-EQR2vNYg-b1eZwAgp6JQ,Tanoreen,"7523 3rd Ave, Brooklyn, NY 11209","40.6308, -74.02775",965,4.0,11209,indian
rn6SmSqAYx2kLFIAxytMMQ,Kajitsu,"125 E 39th St, New York, NY 10016","40.7498614, -73.9777215",289,4.0,10016,indian
ZRzG614HER-6fhZ3-MrEHw,TAGMO,"226 Front St, New York, NY 10038","40.70762, -74.00214",39,4.5,10038,indian
NzU2hb0z0jGEOOv0-zTLEQ,Sigiri,"91 1st Ave, New York, NY 10003","40.726261, -73.986686",638,4.0,10003,indian
NhBUzlITbu3rdjm9UEfWsw,Raj's Indian Kitchen,"42-12 28th St, Long Island City, NY 11101","40.74956171352732, -73.93954799532425",312,4.0,11101,indian
DZE4ThXa7d0kSXnR3Hb-kg,Junoon,"19 W 24th St, New York, NY 10010","40.743193, -73.990838",1613,3.5,10010,indian
VC1udoc_sbHdFaBr0-bMsA,Bombay Chowk,"1378 1st Ave, New York, NY 10021","40.76873, -73.9549",130,4.0,10021,indian
BXoW0AUDE7WZJcY-Vhqlbg,Indian Table,"234 Court St, Brooklyn, NY 11201","40.6859591, -73.9941661",162,4.5,11201,indian
JSX6Pk56w4BhgO8eSvCrKg,aRoqa,"206 9th Ave, New York, NY 10011","40.746065, -74.001254",366,4.0,10011,indian
rp_TaJRjaNmOCb8vJ2S_sw,Blossom on Columbus,"507 Columbus Ave, New York, NY 10024","40.7853146, -73.9728638",468,4.0,10024,indian
uucP1LoFyamFS0qDwgMXbg,Ghandi Cafe,"283 Bleecker St, New York, NY 10014","40.73194, -74.0033",466,4.0,10014,indian
_z2_1TE_1brlvljiGtJ4mA,Aahar Indian Cuisine,"10 Murray St, New York, NY 10007","40.71334, -74.0081",400,4.5,10007,indian
_nScWpFX3M1K7s30hFEsRw,INDAY,"1133 Broadway, New York, NY 10010","40.7434986, -73.9892206",383,4.0,10010,indian
Q7wFlNr4OFU0eCJXcOmopg,Bombay's Indian Restaurant,"60 Pearl St, New York, NY 10004","40.70344, -74.01109",238,3.5,10004,indian
bFUVp77ApNkACqXvgiekPQ,Bhatti Indian Grill,"100 Lexington Ave, New York, NY 10016","40.74221, -73.98308",841,3.5,10016,indian
XgqIDfU6tKPUdRxRG5uDNw,Desi Deli Indian Restaurant,"724 10th Ave, New York, NY 10019","40.76433, -73.99182",138,3.5,10019,indian
yPWE_stCrD48WZ-xaxfz_A,The Burp Kitchen,"7000 Kennedy Blvd E, Inside the Galaxy Mall , lower level, Guttenberg, NJ 07093","40.790152, -74.000747",99,4.5,07093,indian
t_tWuzMEsoD9GDgAm_0l7g,Swagat,"411 Amsterdam Ave, New York, NY 10024","40.78353, -73.97782",423,3.5,10024,indian
7lztzQTF79er1RydVnPiDg,Noi Due,"491 Columbus Ave, New York, NY 10024","40.7848351, -73.9730166",238,3.5,10024,indian
UtknyDJ_DPut-FKRqs0wpQ,Royal Grill Halal Food,"44TH St And 6th Ave, New York, NY 10018","40.75621073292354, -73.98334948251191",458,4.5,10018,indian
3C6c_zqRz_U2AyeN_7LTsg,Himalayan Yak,"72-20 Roosevelt Ave, Jackson Heights, NY 11372","40.74647, -73.89275",671,4.0,11372,indian
9DceMTrjyVqBgQRqgR6GWw,Red Bamboo,"140 W 4th St, Ste A, New York, NY 10012","40.7311846, -74.00042619999999",1776,4.0,10012,indian
SP4bvMvxel_UPdof_er3HA,Taco Mahal,"73 7th Ave S, New York, NY 10014","40.73235768476899, -74.00332645767203",716,4.5,10014,indian
GVaTZnN7a-DkrK57l7BbGw,Boishakhi Restaurant,"2914 36th Ave, Astoria, NY 11106","40.7569548876687, -73.9310011267662",98,4.0,11106,indian
mZALre3ahuetu5X8_uUJew,Thelewala,"112 Macdougal St, New York, NY 10012","40.72963, -74.00068",510,4.0,10012,indian
D_xGTuIZqh1g6ie9QybcYw,Bawarchi Indian Cuisine,"1546 Madison Ave, New York, NY 10029","40.792804, -73.950393",129,4.0,10029,indian
yV7brOiTLS3Lmwws8e3nXA,Dil-e Punjab Deli,"170 9th Ave, New York, NY 10011","40.74482, -74.00206",203,4.5,10011,indian
HGNqWrRYJNyhJSS8yia8HQ,Ruchi,"120 Cedar St, New York, NY 10006","40.709532, -74.012702",385,3.5,10006,indian
EPHhPGDFvnq2ARTBxAikuw,Milon,"93 1st Ave, New York, NY 10003","40.726322, -73.986648",511,3.5,10003,indian
t0mizbevBMMNBecgnl7vQg,Anar,"935 Amsterdam Ave, New York, NY 10025","40.800232646589066, -73.96559153149137",78,4.5,10025,indian
l_Td-NFRIdxu7m6pgJUqhQ,Manhattan Valley,"2636 Broadway 100 St, New York, NY 10025","40.797005967886, -73.9697319902153",114,3.5,10025,indian
dxK7_NNqLDYG39VGZI9B3w,Himalayan Curry house,"254 W 108th St, New York, NY 10025","40.8023275567219, -73.9662716345275",61,4.0,10025,indian
9x95RpLEIDRWG2Y9w4qz4Q,INDAY,"708 3rd Ave, 44th Street, New York, NY 10017","40.75233, -73.97353",127,4.0,10017,indian
5z7OuOWuZRu6byp2XDKbQw,Saravanaa Bhavan,"81 Lexington Ave, New York, NY 10016","40.7414, -73.98306",960,3.5,10016,indian
7YJxZAvMxB-oVZfHAuvBmw,Lakruwana Restaurant ,"668 Bay St, Staten Island, NY 10304","40.62571, -74.075373",384,4.5,10304,indian
HsEmXckXmsRAAEVDFCGYYg,Namaste,"31-15 30th Ave, Astoria, NY 11102","40.7668, -73.92068",557,4.0,11102,indian
ugYhnKrr3Q1TVV15R0EEWQ,AnTalia NYC,"17 W 45th St, New York, NY 10036","40.755991, -73.980313",439,4.0,10036,indian
jb-Fe1cC3ZARF9xyFvJQYQ,Tandoor Oven,"175 E 83rd St, New York, NY 10028","40.7771396, -73.9556964",183,3.5,10028,indian
tXZOJhUUknjTRRo9j4ckZg,Farida Central Asian Cuisine & Grill - Midtown,"498 9th Ave, New York, NY 10018","40.75568479045403, -73.99444701949656",429,4.0,10018,indian
T1CRoZ-f-hwrjdkBvt7_kg,Indian Tanpura,"564 Amsterdam Ave, New York, NY 10024","40.78869, -73.97468",174,4.0,10024,indian
jzO5HyrTtumHpe-pbUlndQ,Aangan Indian Cuisine,"2701 Broadway, New York, NY 10025","40.799446, -73.968795",221,3.5,10025,indian
yx8cpBwPttpdBvm4V1EawQ,Joy Curry & Tandoor,"148 E 46th St, New York, NY 10017","40.75352, -73.9736117202377",216,4.0,10017,indian
ZNJ4ij7_xOlKSeMeEh1khA,Rowdy Rooster,"149 1st Ave, New York, NY 10003","40.728473350506725, -73.98500709999999",72,4.5,10003,indian
6NcU2JAznLr9dDHp6GgQyw,Doaba Deli,"945 Columbus Ave, New York, NY 10025","40.7994, -73.9624",239,4.5,10025,indian
xWVHj2XNcxEg79Nkb5Zb6Q,Semma,"60 Greenwich Ave, New York, NY 10011","40.736054206102615, -74.0005639",105,4.5,10011,indian
rpzgv0Y6fIT6RcBsxFsrSg,Paratha Wala,"103-09 Metropolitan Ave, Forest Hills, NY 11375","40.71044, -73.84942",429,4.5,11375,indian
XUataECnaOfdo4a87NqEFg,Samudra Vegetarian Restaurant & Chaat House,"75-18 37th Ave, Jackson Heights, NY 11372","40.7490953, -73.8903772",600,4.0,11372,indian
EbX_9tqAJs4gW51gZpOB7g,Rasa,"25 W 8th St, New York, NY 10011","40.7327654, -73.9975674",802,4.0,10011,indian
zyQpS4QrYYB0VKXf7JPUlQ,Atithi Indian Cuisine,"159 Grand St, Brooklyn, NY 11249","40.714765, -73.961606",136,5.0,11249,indian
8Nva_eS_FxPOqVuUOvqz_Q,Indian Summer Harlem,"239 Lenox Ave, New York, NY 10027","40.805898, -73.947324",138,4.5,10027,indian
gsZUN1Vtpd3P7rdvANbrmg,Indian Kitchen,"739 Grand St, Brooklyn, NY 11211","40.711924, -73.943326",203,4.0,11211,indian
iGIr7N3UlcidQ0FlPBSK4A,Mumtaz Indian Restaurant,"1582 York Ave, New York, NY 10028","40.77413, -73.94821",110,4.0,10028,indian
ogEtpbCgxv38PyB3ebivqQ,Yaar Indian Restaurant,"22-55 31st St, Astoria, NY 11105","40.774803026853, -73.9120166023413",427,4.5,11105,indian
S6r0P0PItA9EYHV1nCiQgg,Mysttik Masaala,"399 Park Ave, Corner of 54th street, New York, NY 10022","40.75932, -73.97209",424,4.5,10022,indian
hmNxdAbt0tiGm8_vPdXCSA,Afghan Kebab House II,"1345 2nd Ave, New York, NY 10021","40.768066, -73.959243",215,4.0,10021,indian
Y2I946V78wOdwaUD9chmqg,Roti Roll Bombay Frankie,"994 Amsterdam Ave, New York, NY 10025","40.8026, -73.96437",398,4.0,10025,indian
tzjjjhNUPDzaa8_kkvcDQg,Empyrean Indian Kitchen & Bar,"20 Hudson Pl, Hoboken, NJ 07030","40.736066251998736, -74.02880689096021",147,4.5,07030,indian
DOdbSGm9ULZlVz-1-Jjhmg,Chote Nawab,"115 Lexington Ave, New York, NY 10016","40.742462, -73.982322",576,3.5,10016,indian
VSPkVw9gSQx-5v4A6aC_YA,Manousheh - Bleecker,"193 Bleecker St, New York, NY 10012","40.729511, -74.001275",488,4.5,10012,indian
IbB_7AxWQtDFW1iKnoD1Ug,BK JANI,"679 Grand St, Brooklyn, NY 11211","40.71165, -73.94529",394,4.0,11211,indian
o5sUOmtzcHAeSWtUuFJ00g,Anjappar Chettinad Restaurant,"116 Lexington Ave, New York, NY 10016","40.742603, -73.982795",359,3.0,10016,indian
upaVTWhLsxcu1HXqN8iHVQ,Ladybird,"111 East 7th St, New York, NY 10009","40.726769311104, -73.9847712789363",406,4.0,10009,indian
lIE4KHySIenwPbta1JuM8Q,Mumbai Masala,"1768 Amsterdam Ave, New York, NY 10031","40.82695, -73.94676",247,4.5,10031,indian
hKKDfUPcDX_c-RCWBMOr1w,Bombay Sandwich Co.,"48 W 27th St, New York, NY 10001","40.7450715521913, -73.990359620218",446,4.0,10001,indian
DY3RKjbIT3G8URhVEvQ_UA,Shirley's India,"1 Leroy Pl, New Rochelle, NY 10805","40.90748312207788, -73.7823219116449",53,4.5,10805,indian
YM5AbOOg-TjuHJrQmfd0Hw,Desi Galli,"101 Lexington Ave, New York, NY 10016","40.742069, -73.982528",335,3.5,10016,indian
qs5aBgcT2v1BFlW-XqQS0Q,Biryani Cart,"46th St & 6th Ave, New York, NY 10003","40.757403, -73.9822503",555,3.5,10003,indian
noBCTbD1Ylf5QR7PXy-rkA,Cafe Himalaya,"78 E 1st St, New York, NY 10009","40.7232289034083, -73.9879441220901",655,4.0,10009,indian
lIXVm16VchbDXOf7v4hxMA,Haandi,"113 Lexington Ave, New York, NY 10016","40.7424, -73.98237",331,3.5,10016,indian
ATrDmKiZ-YrAcG3hR7LLgg,Tadka Fine Indian Cuisine,"1297 Paterson Plank Rd, Secaucus, NJ 07094","40.79015, -74.05819",126,3.5,07094,indian
wMhJPpAQqmbGhOFErPh4zg,Woodlands Cafe,"160 Frederick St, Garfield, NJ 07026","40.874897, -74.102093",72,4.0,07026,indian
zi4fUgOwwGB5PYR2xq0OCQ,Namaste India,"880 River Rd, Edgewater, NJ 07020","40.82533, -73.97495",319,4.0,07020,indian
gWuHmSQ8G5FiKv-rEogwvA,Pongal,"110 Lexington Ave, New York, NY 10016","40.74246, -73.9829",527,3.5,10016,indian
_SIoeZKs--95T4OsUKwtJw,Chote Miya,"75 9th Ave, Chelsea Market, New York, NY 10011","40.74222, -74.00466",6,4.5,10011,indian
GoABwVqFoFiXL_sxNtzVQw,Le Botaniste,"156 Columbus Ave, New York, NY 10023","40.774122, -73.9814425",45,4.0,10023,indian
tfGKVbzMHq4mhVBzrDnVWQ,Lahori Kabab Restaurant,"106 Lexington Ave, New York, NY 10016","40.742411, -73.9829868",96,3.5,10016,indian
x3NeZ4xToUxVKDoZ32D5tg,NY Dosas,"50 Washington Sq S, New York, NY 10014","40.7308386079893, -73.99863779767",504,4.5,10014,indian
1SgiWHlFN5mp5gNLSGx2Ww,Panna II Garden Indian Restaurant,"93 1st Ave, New York, NY 10003","40.72626, -73.9865",1126,3.0,10003,indian
zBf-m72ATTPTey-_9vu3Yw,Peacefood Cafe,"460 Amsterdam Ave, New York, NY 10024","40.785326, -73.97713",1399,4.0,10024,indian
TcuWyuZAORVnQBPCMNbTgw,Beyond Sushi,"62 W 56th St, New York, NY 10019","40.76331, -73.97717",781,4.5,10019,indian
Qz5E5sPtETWD3kwEUsBZpw,Kabul Kabab House,"42-51 Main St, Flushing, NY 11355","40.753857, -73.827635",507,4.0,11355,indian
Y8ZCMr7vNMspTjEi6VWgxA,Taco Mahal,"653 9th Ave, New York, NY 10036","40.76091684980952, -73.9912468",45,4.0,10036,indian
fjjzAn0j6zCs2SNViuNfwQ,Kailash Parbat,"99 Lexington Ave, New York, NY 10016","40.74206, -73.98273",353,3.5,10016,indian
BNdEbtO1rjCulgqK3zDnyQ,Flavors of India,"44-27 Kissena Blvd, Flushing, NY 11355","40.7534816, -73.8220844",185,3.5,11355,indian
nQfPwIasXCi8NwNKq65vfw,Mysttik Masaala,"250 Park Ave, New York, NY 10172","40.7551374, -73.9760147",114,4.5,10172,indian
1gK-0_lGqjxbwiHWcXXdzg,ABCV,"38 E 19th St, New York, NY 10003","40.738058, -73.989289",604,4.0,10003,indian
ml3ASw5_B5XLnd9kE8xx3g,Salt & Pepper,"139 W 33rd St, New York, NY 10001","40.7498789, -73.9900547",94,3.0,10001,indian
l4fwf8VwAokv3MWT45Ab7g,Bunna Cafe,"1084 Flushing Ave, Brooklyn, NY 11237","40.705042, -73.928078",732,4.5,11237,indian
7rTl_d-dqlK5dGG31ogSBg,Nanking,"134-07 Rockaway Blvd, South Ozone Park, NY 11420","40.67484, -73.80398",373,4.0,11420,indian
nBoOm-TAhRvbcDkHfKOwGg,Swagat Indian Restaurant,"205 W 29th St, New York, NY 10001","40.748161, -73.993194",108,3.0,10001,indian
9heTBCW1DDAKyO0GrY3Nxw,Delhi Masala,"2077 Adam Clayton Powell Jr Blvd, New York, NY 10027","40.80799, -73.94856",176,4.0,10027,indian
bgMbt6XbOaAu5VNXr5kCdQ,Polash,"2179 3rd Ave, New York, NY 10035","40.79965, -73.93855",222,4.0,10035,indian
e5c8jGklVNKoaURcDsVxgQ,Curry Up Now,"91 Washington St, Hoboken, NJ 07030","40.737138, -74.030709",201,4.0,07030,indian
gPattIGuKxCgeNjxfEMDjg,Punjabi Junction Of 87th,"1665 1st Ave, New York, NY 10028","40.777471, -73.949159",50,5.0,10028,indian
niivJKBqY5wToDukqZHetQ,Karma Kafe,"505 Washington St, Hoboken, NJ 07030","40.74238, -74.02909",733,4.0,07030,indian
yb9o5T88FPUXYOzxyXlUcw,Ganesh Temple Canteen,"143-09 Holly Ave, Flushing, NY 11355","40.75262, -73.816511",278,4.0,11355,indian
PdzL9svqapSqH4o8bF86Pw,Punjabi Grocery & Deli,"114 E 1st St, New York, NY 10009","40.7227225423661, -73.9866224576721",437,4.5,10009,indian
WWpOWqOgS9ClYvxYVzR0lg,Tikka Indian Grill,"185 Grand St, Brooklyn, NY 11211","40.71441, -73.96078",357,4.0,11211,indian
Rk6TXh7nINbzJoGtI2C5cA,Desi Galli,"172 Avenue B, Corner 11th, New York, NY 10009","40.72739, -73.97978",122,3.5,10009,indian
MtZaEGCm6zdAV8W4TWlerQ,Masti Indian Grill & Chatt Bar,"184 Havemeyer St, New York, NY 11211","40.710625, -73.9583",105,4.5,11211,indian
U3hvDT5CtQrnpg2zhJg3mQ,Kashmir 9 - Cuisine of Pakistan,"478 9th Ave, New York, NY 10018","40.7549782340085, -73.9948511123657",214,3.5,10018,indian
9y6UQ2GYKe08-WF_1jTX0A,Touch Of Spice - Indian Cuisine,"4114 Park Ave, Weehawken, NJ 07086","40.77494, -74.01993",220,3.5,07086,indian
u1gdMF6vMCdwCilQ6vgyfw,Honest,"176 Bleecker St, New York, NY 10012","40.72887, -74.00082",24,5.0,10012,indian
tgvibHhySfASSEqJbScCiQ,Nurlan Uyghur Restaurant,"43-39 Main St, Flushing, NY 11355","40.751702, -73.825982",86,4.5,11355,indian
JvV8sTgUX6abRQPzb3hLgg,Asian Curry Hut,"534 9th Ave, New York, NY 10018","40.75674, -73.99347",131,3.5,10018,indian
ZwER8TyQH70ACI-nIG682g,Chote Miya,"55 Water St, Brooklyn, NY 11201","40.7034194804375, -73.9916073158383",30,4.5,11201,indian
KbCLZOKvPdNY7ptAg0kGxw,The Kati Roll Company,"229 E 53rd St, New York, NY 10022","40.757396, -73.968106",343,3.5,10022,indian
7G-Ud62Mpi-YhEjQOjCHhg,Cumin N Eat,"700 Plaza Dr, Secaucus, NJ 07094","40.785867, -74.044791",125,4.5,07094,indian
wQjQHZKH_DxwntbSe1QdxQ,Brick Lane Curry House,"79 2nd Ave, New York, NY 10003","40.7265407754881, -73.9893999248542",993,3.5,10003,indian
dGE1Imqoz1vdHa2cjfvO1w,Gandhi Fine Indian Cuisine,"2032 Bedford Ave, Brooklyn, NY 11226","40.6552099, -73.95648",385,4.0,11226,indian
